,action,episode,reward,reward_jam,reward_waiting,step,time,total_reward
618,"[1, 1, 1, 1, 1, 1, 1, 0, 1]",0,"[-86.9, -28.0, -8.0, -30.2, -16.5, -11.0, -55.8, -83.2, -26.1]","[-41, -11, -6, -27, -13, -5, -39, -53, -18]","[-459.0, -170.0, -20.0, -32.0, -35.0, -60.0, -168.0, -302.0, -81.0]",619.0,3095,-345.70000000000005
619,"[1, 1, 0, 0, 1, 1, 1, 0, 0]",0,"[-81.2, -13.5, -9.5, -35.3, -15.9, -3.7, -51.1, -106.4, -22.9]","[-39, -11, -6, -28, -13, -1, -34, -58, -19]","[-422.0, -25.0, -35.0, -73.0, -29.0, -27.0, -171.0, -484.0, -39.0]",620.0,3100,-339.5
620,"[0, 0, 0, 1, 1, 1, 1, 1, 1]",0,"[-86.30000000000001, -17.6, -13.5, -43.5, -27.200000000000003, 0.0, -56.6, -117.30000000000001, -29.4]","[-45, -11, -8, -30, -18, 0, -42, -55, -23]","[-413.0, -66.0, -55.0, -135.0, -92.0, -0.0, -146.0, -623.0, -64.0]",621.0,3105,-391.4
621,"[0, 0, 1, 1, 0, 0, 0, 1, 1]",0,"[-87.6, -27.1, -13.3, -46.1, -35.900000000000006, -2.1, -73.5, -112.30000000000001, -38.1]","[-42, -15, -8, -28, -19, -2, -54, -51, -25]","[-456.0, -121.0, -53.0, -181.0, -169.0, -1.0, -195.0, -613.0, -131.0]",622.0,3110,-436.0
622,"[1, 0, 0, 1, 1, 1, 1, 0, 1]",0,"[-90.4, -33.6, -17.700000000000003, -47.7, -31.1, -2.6, -73.2, -85.0, -26.8]","[-43, -15, -9, -31, -15, -2, -51, -37, -17]","[-474.0, -186.0, -87.0, -167.0, -161.0, -6.0, -222.0, -480.0, -98.0]",623.0,3115,-408.09999999999997
623,"[1, 1, 0, 1, 1, 1, 1, 1, 1]",0,"[-106.6, -40.1, -21.200000000000003, -51.7, -17.5, -3.1, -70.3, -54.900000000000006, -21.2]","[-47, -15, -9, -29, -14, -2, -51, -28, -17]","[-596.0, -251.0, -122.0, -227.0, -35.0, -11.0, -193.0, -269.0, -42.0]",624.0,3120,-386.59999999999997
624,"[1, 1, 1, 1, 1, 0, 0, 0, 1]",0,"[-116.8, -33.7, -19.200000000000003, -58.2, -22.8, -3.6, -69.2, -53.0, -22.2]","[-45, -14, -8, -29, -17, -2, -49, -33, -19]","[-718.0, -197.0, -112.0, -292.0, -58.0, -16.0, -202.0, -200.0, -32.0]",625.0,3125,-398.7
625,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",0,"[-95.80000000000001, -20.6, -18.700000000000003, -66.7, -37.3, -4.1, -77.3, -61.1, -30.2]","[-45, -11, -6, -31, -23, -2, -52, -42, -23]","[-508.0, -96.0, -127.0, -357.0, -143.0, -21.0, -253.0, -191.0, -72.0]",626.0,3130,-411.8
626,"[0, 0, 1, 1, 1, 1, 1, 1, 1]",0,"[-112.9, -13.7, 0.0, -62.4, -38.8, 0.0, -76.5, -71.3, -37.7]","[-48, -11, 0, -27, -20, 0, -49, -40, -25]","[-649.0, -27.0, -0.0, -354.0, -188.0, -0.0, -275.0, -313.0, -127.0]",627.0,3135,-413.3
627,"[1, 0, 1, 0, 1, 0, 1, 0, 1]",0,"[-114.0, -17.0, -3.6, -51.2, -38.3, 0.0, -66.0, -93.7, -30.6]","[-43, -11, -3, -22, -20, 0, -43, -48, -20]","[-710.0, -60.0, -6.0, -292.0, -183.0, -0.0, -230.0, -457.0, -106.0]",628.0,3140,-414.40000000000003
628,"[1, 1, 0, 1, 0, 1, 0, 1, 1]",0,"[-132.60000000000002, -25.200000000000003, -9.4, -28.1, -38.0, 0.0, -51.3, -97.2, -25.2]","[-48, -14, -7, -18, -22, 0, -36, -48, -20]","[-846.0, -112.0, -24.0, -101.0, -160.0, -0.0, -153.0, -492.0, -52.0]",629.0,3145,-407.0
629,"[1, 1, 1, 0, 0, 1, 1, 0, 1]",0,"[-137.5, -33.400000000000006, -8.5, -23.1, -40.400000000000006, -3.4, -42.6, -104.30000000000001, -22.4]","[-45, -16, -5, -19, -19, -3, -31, -48, -21]","[-925.0, -174.0, -35.0, -41.0, -214.0, -4.0, -116.0, -563.0, -14.0]",630.0,3150,-415.6
630,"[0, 0, 1, 1, 0, 1, 0, 1, 0]",0,"[-137.5, -39.900000000000006, -10.0, -23.2, -48.900000000000006, -3.6, -61.0, -97.7, -29.8]","[-41, -16, -5, -18, -21, -3, -41, -46, -25]","[-965.0, -239.0, -50.0, -52.0, -279.0, -6.0, -200.0, -517.0, -48.0]",631.0,3155,-451.6
631,"[1, 0, 0, 1, 0, 0, 1, 1, 1]",0,"[-138.8, -46.400000000000006, -11.5, -37.6, -56.5, -6.8, -73.1, -67.3, -34.9]","[-42, -16, -5, -27, -22, -5, -49, -40, -25]","[-968.0, -304.0, -65.0, -106.0, -345.0, -18.0, -241.0, -273.0, -99.0]",632.0,3160,-472.9
632,"[1, 1, 1, 0, 1, 1, 1, 1, 1]",0,"[-110.2, -39.8, 0.0, -45.900000000000006, -32.8, -10.7, -69.9, -52.1, -29.5]","[-34, -14, 0, -29, -16, -8, -45, -39, -19]","[-762.0, -258.0, -0.0, -169.0, -168.0, -27.0, -249.0, -131.0, -105.0]",633.0,3165,-390.9
633,"[1, 1, 0, 1, 1, 0, 1, 0, 0]",0,"[-100.1, -22.6, -2.3, -49.8, -41.8, -15.4, -50.8, -58.1, -17.5]","[-42, -11, -2, -29, -21, -10, -34, -41, -11]","[-581.0, -116.0, -3.0, -208.0, -208.0, -54.0, -168.0, -171.0, -65.0]",634.0,3170,-358.4
634,"[1, 0, 1, 0, 0, 1, 1, 1, 0]",0,"[-109.8, -16.2, -2.8, -37.7, -50.0, -16.9, -48.6, -77.2, -9.5]","[-43, -14, -2, -25, -22, -11, -40, -50, -7]","[-668.0, -22.0, -8.0, -127.0, -280.0, -59.0, -86.0, -272.0, -25.0]",635.0,3175,-368.70000000000005
635,"[0, 0, 0, 0, 0, 0, 1, 0, 1]",0,"[-109.8, -18.9, -3.3, -24.1, -57.7, -20.4, -55.2, -96.0, -4.5]","[-35, -13, -2, -17, -22, -11, -44, -52, -4]","[-748.0, -59.0, -13.0, -71.0, -357.0, -94.0, -112.0, -440.0, -5.0]",636.0,3180,-389.9
636,"[1, 1, 1, 1, 0, 0, 0, 1, 1]",0,"[-84.30000000000001, -27.4, -4.6, -16.4, -70.2, -26.200000000000003, -52.8, -96.4, -15.4]","[-30, -16, -4, -13, -26, -13, -38, -50, -13]","[-543.0, -114.0, -6.0, -34.0, -442.0, -132.0, -148.0, -464.0, -24.0]",637.0,3185,-393.7
637,"[1, 0, 1, 0, 0, 1, 0, 1, 0]",0,"[-80.5, -35.3, -2.7, -23.3, -83.2, -7.8, -48.8, -74.0, -25.2]","[-33, -17, -2, -17, -30, -7, -30, -43, -19]","[-475.0, -183.0, -7.0, -63.0, -532.0, -8.0, -188.0, -310.0, -62.0]",638.0,3190,-380.8
638,"[1, 1, 0, 0, 1, 0, 1, 0, 1]",0,"[-97.0, -35.7, -3.2, -35.6, -56.1, -3.3, -52.5, -57.1, -30.200000000000003]","[-42, -14, -2, -25, -24, -2, -26, -43, -19]","[-550.0, -217.0, -12.0, -106.0, -321.0, -13.0, -265.0, -141.0, -112.0]",639.0,3195,-370.7
639,"[0, 0, 0, 1, 0, 1, 0, 0, 0]",0,"[-100.6, -41.7, -3.7, -34.8, -37.8, -6.2, -69.6, -54.0, -35.2]","[-45, -14, -2, -26, -15, -4, -34, -38, -19]","[-556.0, -277.0, -17.0, -88.0, -228.0, -22.0, -356.0, -160.0, -162.0]",640.0,3200,-383.59999999999997
640,"[1, 1, 1, 0, 1, 1, 0, 0, 0]",0,"[-114.4, -34.900000000000006, -2.3, -42.7, -42.1, -5.0, -88.2, -71.2, -42.7]","[-46, -12, -2, -28, -18, -4, -42, -44, -21]","[-684.0, -229.0, -3.0, -147.0, -241.0, -10.0, -462.0, -272.0, -217.0]",641.0,3205,-443.5
641,"[1, 0, 1, 1, 1, 1, 0, 0, 1]",0,"[-129.8, -23.5, -2.8, -48.7, -18.7, -6.0, -104.4, -91.0, -33.3]","[-48, -10, -2, -28, -15, -4, -46, -49, -16]","[-818.0, -135.0, -8.0, -207.0, -37.0, -20.0, -584.0, -420.0, -173.0]",642.0,3210,-458.2
642,"[0, 1, 0, 0, 0, 0, 1, 0, 0]",0,"[-144.4, -7.5, -3.3, -54.7, -22.200000000000003, -8.1, -86.2, -110.4, -14.5]","[-49, -7, -2, -28, -14, -5, -39, -52, -8]","[-954.0, -5.0, -13.0, -267.0, -82.0, -31.0, -472.0, -584.0, -65.0]",643.0,3215,-451.30000000000007
643,"[1, 0, 1, 1, 1, 0, 1, 1, 1]",0,"[-136.7, -10.4, 0.0, -44.2, -29.200000000000003, -11.8, -55.2, -111.60000000000001, -6.6]","[-43, -8, 0, -22, -16, -7, -33, -46, -6]","[-937.0, -24.0, -0.0, -222.0, -132.0, -48.0, -222.0, -656.0, -6.0]",644.0,3220,-405.70000000000005
644,"[1, 0, 0, 0, 0, 0, 0, 1, 1]",0,"[-139.8, -17.2, -2.2, -28.700000000000003, -34.7, -15.9, -77.6, -112.10000000000001, -17.8]","[-43, -11, -2, -18, -16, -9, -46, -43, -15]","[-968.0, -62.0, -2.0, -107.0, -187.0, -69.0, -316.0, -691.0, -28.0]",645.0,3225,-446.0
645,"[0, 1, 0, 1, 1, 0, 1, 1, 1]",0,"[-155.7, -30.1, -5.3, -17.0, -21.3, -20.700000000000003, -74.30000000000001, -96.80000000000001, -25.6]","[-47, -18, -4, -16, -12, -11, -41, -40, -18]","[-1087.0, -121.0, -13.0, -10.0, -93.0, -97.0, -333.0, -568.0, -76.0]",646.0,3230,-446.80000000000007
646,"[1, 1, 1, 1, 1, 1, 1, 0, 1]",0,"[-122.80000000000001, -31.0, -5.1, -13.7, -9.3, -9.0, -69.5, -56.2, -19.4]","[-42, -15, -3, -12, -9, -6, -41, -27, -14]","[-808.0, -160.0, -21.0, -17.0, -3.0, -30.0, -285.0, -292.0, -54.0]",647.0,3235,-336.0
647,"[0, 0, 0, 1, 1, 1, 1, 1, 1]",0,"[-107.60000000000001, -40.1, -6.1, -25.0, -22.4, -13.9, -55.2, -29.4, -15.0]","[-39, -17, -3, -20, -19, -9, -40, -22, -14]","[-686.0, -231.0, -31.0, -50.0, -34.0, -49.0, -152.0, -74.0, -10.0]",648.0,3240,-314.7
648,"[1, 1, 0, 1, 0, 0, 0, 0, 0]",0,"[-94.80000000000001, -38.2, -7.1000000000000005, -27.2, -27.9, -19.8, -33.7, -38.4, -25.5]","[-45, -17, -3, -22, -19, -12, -24, -25, -20]","[-498.0, -212.0, -41.0, -52.0, -89.0, -78.0, -97.0, -134.0, -55.0]",649.0,3245,-312.6
649,"[1, 0, 0, 0, 0, 0, 0, 1, 0]",0,"[-79.7, -28.6, -8.100000000000001, -19.7, -35.0, -23.3, -48.7, -56.3, -33.0]","[-35, -15, -3, -16, -20, -12, -32, -36, -22]","[-447.0, -136.0, -51.0, -37.0, -150.0, -113.0, -167.0, -203.0, -110.0]",650.0,3250,-332.40000000000003
650,"[1, 1, 1, 0, 0, 0, 0, 0, 0]",0,"[-84.6, -13.600000000000001, 0.0, -6.0, -41.6, -31.0, -57.7, -76.4, -41.2]","[-43, -9, 0, -6, -20, -16, -33, -43, -24]","[-416.0, -46.0, -0.0, -0.0, -216.0, -150.0, -247.0, -334.0, -172.0]",651.0,3255,-352.09999999999997
651,"[0, 0, 0, 0, 1, 1, 0, 0, 1]",0,"[-105.5, -17.5, -2.4, -2.5, -50.7, -19.0, -66.2, -92.7, -49.900000000000006]","[-52, -10, -2, -2, -22, -10, -33, -45, -26]","[-535.0, -75.0, -4.0, -5.0, -287.0, -90.0, -332.0, -477.0, -239.0]",652.0,3260,-406.4
652,"[1, 0, 1, 1, 0, 1, 1, 1, 1]",0,"[-109.9, -27.9, -5.1, -5.1, -60.6, -22.1, -70.2, -88.4, -59.0]","[-49, -15, -4, -4, -24, -12, -32, -42, -28]","[-609.0, -129.0, -11.0, -11.0, -366.0, -101.0, -382.0, -464.0, -310.0]",653.0,3265,-448.3
653,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",0,"[-111.5, -30.4, -8.4, -16.8, -74.7, -29.3, -78.2, -94.4, -75.6]","[-50, -18, -6, -14, -29, -15, -32, -40, -35]","[-615.0, -124.0, -24.0, -28.0, -457.0, -143.0, -462.0, -544.0, -406.0]",654.0,3270,-519.3000000000001
654,"[1, 1, 1, 0, 0, 1, 0, 1, 0]",0,"[-85.2, -34.900000000000006, -4.5, -25.8, -84.2, -8.4, -88.5, -79.80000000000001, -85.6]","[-47, -18, -3, -20, -29, -7, -34, -35, -35]","[-382.0, -169.0, -15.0, -58.0, -552.0, -14.0, -545.0, -448.0, -506.0]",655.0,3275,-496.9000000000001
655,"[0, 1, 1, 1, 1, 0, 0, 0, 1]",0,"[-46.7, -31.7, -1.0, -34.0, -66.30000000000001, -3.9000000000000004, -97.0, -46.2, -52.900000000000006]","[-34, -15, -1, -26, -24, -2, -34, -25, -26]","[-127.0, -167.0, -0.0, -80.0, -423.0, -19.0, -630.0, -212.0, -269.0]",656.0,3280,-379.70000000000005
656,"[0, 0, 1, 1, 1, 1, 1, 1, 1]",0,"[-55.6, -21.4, -2.3, -45.3, -36.5, -6.4, -70.5, -32.9, -25.4]","[-34, -11, -2, -31, -24, -4, -29, -27, -18]","[-216.0, -104.0, -3.0, -143.0, -125.0, -24.0, -415.0, -59.0, -74.0]",657.0,3285,-296.29999999999995
657,"[1, 0, 1, 1, 0, 1, 1, 1, 0]",0,"[-55.900000000000006, -16.2, -7.5, -47.7, -31.5, -2.5, -45.400000000000006, -38.9, -45.6]","[-29, -10, -6, -29, -23, -2, -26, -27, -32]","[-269.0, -62.0, -15.0, -187.0, -85.0, -5.0, -194.0, -119.0, -136.0]",658.0,3290,-291.20000000000005
658,"[0, 1, 1, 0, 0, 0, 1, 1, 1]",0,"[-73.6, -13.3, -6.9, -33.2, -42.6, -3.0, -28.9, -43.1, -41.4]","[-37, -7, -4, -22, -28, -2, -25, -32, -28]","[-366.0, -63.0, -29.0, -112.0, -146.0, -10.0, -39.0, -111.0, -134.0]",659.0,3295,-286.0
659,"[0, 1, 1, 0, 0, 1, 0, 1, 1]",0,"[-91.80000000000001, -12.4, -3.1, -19.8, -50.6, -3.5, -33.9, -41.0, -59.8]","[-43, -8, -2, -16, -28, -2, -25, -32, -37]","[-488.0, -44.0, -11.0, -38.0, -226.0, -15.0, -89.0, -90.0, -228.0]",660.0,3300,-315.90000000000003
660,"[0, 1, 0, 0, 0, 0, 0, 0, 1]",0,"[-107.0, -15.7, -6.1, -10.9, -60.0, -4.0, -44.6, -29.2, -44.7]","[-45, -11, -4, -8, -29, -2, -29, -24, -30]","[-620.0, -47.0, -21.0, -29.0, -310.0, -20.0, -156.0, -52.0, -147.0]",661.0,3305,-322.2
661,"[1, 1, 1, 1, 1, 0, 0, 0, 0]",0,"[-94.6, -15.100000000000001, -3.0, -12.100000000000001, -50.5, -5.7, -54.1, -20.8, -22.0]","[-41, -10, -2, -8, -25, -3, -31, -15, -18]","[-536.0, -51.0, -10.0, -41.0, -255.0, -27.0, -231.0, -58.0, -40.0]",662.0,3310,-277.9
662,"[0, 0, 0, 1, 0, 1, 0, 1, 1]",0,"[-73.9, -18.6, -3.5, -13.8, -58.0, -3.0, -61.6, -22.5, -29.1]","[-36, -14, -2, -12, -25, -2, -31, -13, -25]","[-379.0, -46.0, -15.0, -18.0, -330.0, -10.0, -306.0, -95.0, -41.0]",663.0,3315,-284.0
663,"[0, 0, 0, 1, 1, 1, 0, 0, 0]",0,"[-49.0, -24.5, -6.7, -27.0, -66.0, 0.0, -69.1, -41.1, -39.1]","[-29, -20, -4, -22, -26, 0, -31, -25, -29]","[-200.0, -45.0, -27.0, -50.0, -400.0, -0.0, -381.0, -161.0, -101.0]",664.0,3320,-322.5
664,"[0, 0, 1, 1, 0, 1, 1, 1, 1]",0,"[-45.7, -30.4, -8.2, -30.9, -77.9, -3.6, -76.6, -54.1, -40.0]","[-25, -20, -4, -25, -29, -3, -31, -30, -29]","[-207.0, -104.0, -42.0, -59.0, -489.0, -6.0, -456.0, -241.0, -110.0]",665.0,3325,-367.4
665,"[1, 0, 0, 0, 1, 1, 1, 1, 0]",0,"[-55.6, -39.6, -12.2, -23.5, -51.2, -4.6, -58.5, -51.3, -51.1]","[-32, -22, -6, -19, -23, -3, -26, -34, -32]","[-236.0, -176.0, -62.0, -45.0, -282.0, -16.0, -325.0, -173.0, -191.0]",666.0,3330,-347.6
666,"[1, 1, 1, 0, 1, 0, 0, 1, 0]",0,"[-32.1, -39.400000000000006, -5.7, -14.2, -29.1, -7.9, -34.5, -43.8, -62.5]","[-27, -18, -2, -11, -22, -5, -17, -31, -34]","[-51.0, -214.0, -37.0, -32.0, -71.0, -29.0, -175.0, -128.0, -285.0]",667.0,3335,-269.2
667,"[1, 1, 1, 1, 0, 0, 1, 1, 0]",0,"[-45.7, -37.5, -2.1, -11.4, -29.9, -13.7, -12.3, -39.0, -72.0]","[-38, -17, -2, -7, -21, -9, -12, -31, -34]","[-77.0, -205.0, -1.0, -44.0, -89.0, -47.0, -3.0, -80.0, -380.0]",668.0,3340,-263.6
668,"[1, 0, 1, 1, 0, 1, 0, 0, 0]",0,"[-54.4, -49.0, -5.7, -13.3, -41.9, -3.3000000000000003, -15.9, -47.0, -86.2]","[-42, -22, -5, -12, -27, -1, -14, -37, -38]","[-124.0, -270.0, -7.0, -13.0, -149.0, -23.0, -19.0, -100.0, -482.0]",669.0,3345,-316.7
669,"[0, 1, 1, 1, 0, 1, 0, 1, 0]",0,"[-52.400000000000006, -34.5, -7.6, -25.3, -55.1, -6.6, -25.0, -59.400000000000006, -96.7]","[-34, -20, -5, -21, -32, -6, -20, -39, -38]","[-184.0, -145.0, -26.0, -43.0, -231.0, -6.0, -50.0, -204.0, -587.0]",670.0,3350,-362.6
670,"[0, 0, 1, 1, 1, 1, 0, 1, 1]",0,"[-61.2, -26.4, -6.0, -29.4, -47.2, -8.0, -35.7, -61.3, -112.10000000000001]","[-35, -16, -3, -24, -28, -6, -26, -40, -42]","[-262.0, -104.0, -30.0, -54.0, -192.0, -20.0, -97.0, -213.0, -701.0]",671.0,3355,-387.3
671,"[1, 0, 0, 1, 0, 1, 1, 0, 0]",0,"[-60.400000000000006, -36.6, -7.5, -26.3, -47.0, -11.0, -43.7, -66.4, -123.60000000000001]","[-37, -19, -3, -22, -23, -7, -28, -37, -42]","[-234.0, -176.0, -45.0, -43.0, -240.0, -40.0, -157.0, -294.0, -816.0]",672.0,3360,-422.50000000000006
672,"[0, 0, 0, 0, 1, 0, 0, 1, 0]",0,"[-55.2, -45.400000000000006, -9.0, -28.0, -60.400000000000006, -13.0, -49.7, -57.1, -136.60000000000002]","[-30, -20, -3, -24, -29, -7, -28, -32, -43]","[-252.0, -254.0, -60.0, -40.0, -314.0, -60.0, -217.0, -251.0, -936.0]",673.0,3365,-454.4000000000001
673,"[0, 1, 1, 0, 0, 0, 0, 1, 1]",0,"[-73.2, -44.0, -1.0, -35.4, -79.1, -15.0, -55.7, -39.2, -93.5]","[-39, -19, -1, -27, -38, -7, -28, -29, -37]","[-342.0, -250.0, -0.0, -84.0, -411.0, -80.0, -277.0, -102.0, -565.0]",674.0,3370,-436.1
674,"[0, 1, 0, 1, 0, 0, 1, 1, 0]",0,"[-96.80000000000001, -27.0, 0.0, -37.8, -87.5, -19.1, -61.7, -35.8, -35.8]","[-50, -17, 0, -28, -36, -9, -28, -30, -20]","[-468.0, -100.0, -0.0, -98.0, -515.0, -101.0, -337.0, -58.0, -158.0]",675.0,3375,-401.50000000000006
675,"[0, 0, 1, 1, 1, 1, 1, 0, 1]",0,"[-116.2, -20.8, -4.2, -43.8, -66.5, -2.6, -51.5, -51.1, -22.6]","[-54, -16, -4, -28, -29, -2, -24, -38, -21]","[-622.0, -48.0, -2.0, -158.0, -375.0, -6.0, -275.0, -131.0, -16.0]",676.0,3380,-379.3
676,"[0, 0, 0, 0, 0, 1, 0, 0, 1]",0,"[-136.0, -26.1, -6.6, -49.8, -48.7, -8.8, -26.700000000000003, -64.8, -29.0]","[-57, -17, -5, -28, -20, -7, -14, -41, -25]","[-790.0, -91.0, -16.0, -218.0, -287.0, -18.0, -127.0, -238.0, -40.0]",677.0,3385,-396.5
677,"[1, 0, 1, 1, 1, 1, 1, 0, 1]",0,"[-116.8, -34.8, -9.5, -42.5, -40.1, -7.2, -10.3, -80.7, -43.2]","[-51, -19, -6, -24, -21, -5, -10, -44, -33]","[-658.0, -158.0, -35.0, -185.0, -191.0, -22.0, -3.0, -367.0, -102.0]",678.0,3390,-385.09999999999997
678,"[1, 1, 1, 1, 0, 1, 1, 1, 0]",0,"[-100.9, -44.2, -11.3, -33.3, -43.900000000000006, -6.5, -14.0, -85.4, -52.3]","[-48, -23, -8, -24, -24, -4, -12, -42, -34]","[-529.0, -212.0, -33.0, -93.0, -199.0, -25.0, -20.0, -434.0, -183.0]",679.0,3395,-391.8
679,"[0, 0, 0, 1, 0, 1, 0, 0, 0]",0,"[-126.8, -52.7, -18.8, -25.3, -54.8, 0.0, -23.1, -97.4, -63.7]","[-58, -23, -12, -23, -27, 0, -18, -42, -36]","[-688.0, -297.0, -68.0, -23.0, -278.0, -0.0, -51.0, -554.0, -277.0]",680.0,3400,-462.59999999999997
680,"[1, 0, 1, 0, 0, 0, 0, 0, 1]",0,"[-113.80000000000001, -61.2, -19.2, -29.7, -65.0, 0.0, -36.2, -111.7, -47.7]","[-52, -23, -13, -24, -29, 0, -26, -44, -29]","[-618.0, -382.0, -62.0, -57.0, -360.0, -0.0, -102.0, -677.0, -187.0]",681.0,3405,-484.5
681,"[0, 0, 1, 0, 1, 1, 0, 1, 1]",0,"[-95.0, -69.7, -13.1, -40.3, -35.6, -2.0, -45.5, -94.2, -28.8]","[-47, -23, -10, -29, -18, -2, -29, -38, -22]","[-480.0, -467.0, -31.0, -113.0, -176.0, -0.0, -165.0, -562.0, -68.0]",682.0,3410,-424.2
682,"[0, 0, 0, 0, 1, 0, 0, 0, 1]",0,"[-84.7, -79.5, -13.9, -49.5, -38.6, -8.2, -52.0, -49.900000000000006, -38.7]","[-37, -24, -12, -31, -22, -7, -29, -23, -33]","[-477.0, -555.0, -19.0, -185.0, -166.0, -12.0, -230.0, -269.0, -57.0]",683.0,3415,-414.99999999999994
683,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",0,"[-91.9, -90.60000000000001, -16.9, -57.0, -49.8, -12.5, -58.5, -12.8, -46.0]","[-38, -26, -12, -31, -26, -9, -29, -11, -33]","[-539.0, -646.0, -49.0, -260.0, -238.0, -35.0, -295.0, -18.0, -130.0]",684.0,3420,-436.0
684,"[1, 0, 0, 0, 0, 0, 0, 1, 0]",0,"[-90.0, -100.10000000000001, -22.5, -64.5, -62.0, -16.6, -65.0, -10.8, -58.900000000000006]","[-41, -26, -13, -31, -30, -10, -29, -8, -37]","[-490.0, -741.0, -95.0, -335.0, -320.0, -66.0, -360.0, -28.0, -219.0]",685.0,3425,-490.4
685,"[0, 0, 0, 0, 1, 1, 0, 1, 1]",0,"[-100.7, -113.30000000000001, -32.9, -73.1, -48.0, -15.8, -71.5, -21.5, -72.6]","[-51, -29, -17, -32, -22, -8, -29, -18, -40]","[-497.0, -843.0, -159.0, -411.0, -260.0, -78.0, -425.0, -35.0, -326.0]",686.0,3430,-549.4
686,"[1, 1, 1, 0, 0, 1, 0, 0, 0]",0,"[-85.80000000000001, -85.60000000000001, -41.900000000000006, -81.1, -33.3, -3.3, -78.0, -39.8, -87.9]","[-51, -20, -19, -32, -16, -2, -29, -30, -44]","[-348.0, -656.0, -229.0, -491.0, -173.0, -13.0, -490.0, -98.0, -439.0]",687.0,3435,-536.7
687,"[1, 1, 0, 1, 0, 0, 1, 1, 0]",0,"[-70.9, -74.30000000000001, -51.7, -86.9, -39.400000000000006, -6.4, -80.2, -57.2, -99.4]","[-51, -22, -21, -33, -17, -4, -28, -38, -44]","[-199.0, -523.0, -307.0, -539.0, -224.0, -24.0, -522.0, -192.0, -554.0]",688.0,3440,-566.4000000000001
688,"[0, 0, 1, 1, 1, 1, 0, 1, 1]",0,"[-91.9, -47.7, -49.300000000000004, -89.30000000000001, -45.6, -4.8, -86.2, -52.7, -71.30000000000001]","[-57, -19, -15, -32, -22, -3, -28, -34, -36]","[-349.0, -287.0, -343.0, -573.0, -236.0, -18.0, -582.0, -187.0, -353.0]",689.0,3445,-538.8000000000001
689,"[1, 1, 1, 0, 1, 0, 0, 0, 1]",0,"[-91.4, -18.5, -46.1, -47.900000000000006, -12.5, -5.800000000000001, -94.5, -32.2, -45.8]","[-50, -13, -17, -22, -11, -3, -30, -23, -33]","[-414.0, -55.0, -291.0, -259.0, -15.0, -28.0, -645.0, -92.0, -128.0]",690.0,3450,-394.7
690,"[1, 1, 0, 0, 1, 1, 0, 0, 0]",0,"[-97.7, -25.0, -31.400000000000002, -29.8, -22.1, -3.2, -101.0, -14.6, -54.4]","[-52, -15, -15, -19, -17, -1, -30, -14, -46]","[-457.0, -100.0, -164.0, -108.0, -51.0, -22.0, -710.0, -6.0, -84.0]",691.0,3455,-379.2
691,"[1, 0, 0, 1, 0, 1, 1, 1, 1]",0,"[-86.7, -35.0, -16.9, -16.8, -27.6, 0.0, -80.30000000000001, -11.6, -58.4]","[-51, -19, -11, -13, -17, 0, -24, -10, -44]","[-357.0, -160.0, -59.0, -38.0, -106.0, -0.0, -563.0, -16.0, -144.0]",692.0,3460,-333.29999999999995
692,"[1, 1, 0, 1, 0, 1, 0, 0, 1]",0,"[-65.4, -22.0, -17.4, -18.2, -33.1, 0.0, -42.900000000000006, -25.4, -74.9]","[-43, -13, -9, -13, -17, 0, -16, -20, -49]","[-224.0, -90.0, -84.0, -52.0, -161.0, -0.0, -269.0, -54.0, -259.0]",693.0,3465,-299.3
693,"[1, 1, 0, 0, 1, 1, 0, 1, 1]",0,"[-85.8, -27.9, -19.9, -28.5, -30.7, -2.5, -10.3, -40.9, -66.4]","[-54, -18, -9, -19, -14, -2, -8, -31, -45]","[-318.0, -99.0, -109.0, -95.0, -167.0, -5.0, -23.0, -99.0, -214.0]",694.0,3470,-312.9
694,"[1, 0, 0, 1, 0, 0, 1, 1, 1]",0,"[-90.1, -23.5, -26.8, -39.2, -39.3, -5.3, -11.2, -56.900000000000006, -52.2]","[-51, -15, -13, -27, -17, -4, -8, -38, -42]","[-391.0, -85.0, -138.0, -122.0, -223.0, -13.0, -32.0, -189.0, -102.0]",695.0,3475,-344.5
695,"[1, 0, 1, 0, 0, 1, 0, 1, 0]",0,"[-71.7, -22.3, -19.4, -51.900000000000006, -51.5, 0.0, -21.8, -53.3, -61.7]","[-45, -14, -9, -32, -22, 0, -16, -35, -49]","[-267.0, -83.0, -104.0, -199.0, -295.0, -0.0, -58.0, -183.0, -127.0]",696.0,3480,-353.59999999999997
696,"[0, 1, 0, 0, 1, 1, 0, 0, 1]",0,"[-52.2, -21.8, -23.3, -59.900000000000006, -49.2, -4.8, -34.0, -29.700000000000003, -62.6]","[-36, -12, -10, -32, -21, -4, -24, -21, -47]","[-162.0, -98.0, -133.0, -279.0, -282.0, -8.0, -100.0, -87.0, -156.0]",697.0,3485,-337.5
